Position,Team,Starting Grid,Total Time/Gap/Retirement,Points,Fastest Lap,DateID,DriverID,CircuitLocationID_x
17,Haas Ferrari,19.0,+2 laps,0.0,No,20210502,26,9
18,Williams Mercedes,18.0,+2 laps,0.0,No,20210502,21,9
19,Haas Ferrari,20.0,+2 laps,0.0,No,20210502,27,9
NC,Alfa Romeo Racing Ferrari,15.0,DNF,0.0,No,20210502,16,9
1,Mercedes,1.0,1:33:07.680,25.0,No,20210509,1,54
2,Red Bull Racing Honda,2.0,+15.841,19.0,Yes,20210509,3,54
3,Mercedes,3.0,+26.610,15.0,No,20210509,2,54
4,Ferrari,4.0,+54.616,12.0,No,20210509,8,54
5,Red Bull Racing Honda,8.0,+63.671,10.0,No,20210509,4,54
6,McLaren Mercedes,7.0,+73.768,8.0,No,20210509,5,54
7,Ferrari,6.0,+74.670,6.0,No,20210509,6,54
8,McLaren Mercedes,9.0,+1 lap,4.0,No,20210509,9,54
9,Alpine Renault,5.0,+1 lap,2.0,No,20210509,12,54
10,AlphaTauri Honda,12.0,+1 lap,1.0,No,20210509,10,54
11,Aston Martin Mercedes,11.0,+1 lap,0.0,No,20210509,11,54
12,Alfa Romeo Racing Ferrari,17.0,+1 lap,0.0,No,20210509,16,54
13,Aston Martin Mercedes,13.0,+1 lap,0.0,No,20210509,13,54
14,Williams Mercedes,15.0,+1 lap,0.0,No,20210509,18,54
15,Alfa Romeo Racing Ferrari,14.0,+1 lap,0.0,No,20210509,17,54
16,Williams Mercedes,19.0,+1 lap,0.0,No,20210509,21,54
17,Alpine Renault,10.0,+1 lap,0.0,No,20210509,24,54
18,Haas Ferrari,18.0,+2 laps,0.0,No,20210509,26,54
19,Haas Ferrari,20.0,+2 laps,0.0,No,20210509,27,54
NC,AlphaTauri Honda,16.0,DNF,0.0,No,20210509,25,54
1,Red Bull Racing Honda,2.0,1:38:56.820,25.0,No,20210523,3,57
2,Ferrari,4.0,+8.968,18.0,No,20210523,6,57
3,McLaren Mercedes,5.0,+19.427,15.0,No,20210523,9,57
4,Red Bull Racing Honda,9.0,+20.490,12.0,No,20210523,4,57
5,Aston Martin Mercedes,8.0,+52.591,10.0,No,20210523,13,57
6,AlphaTauri Honda,6.0,+53.896,8.0,No,20210523,10,57
7,Mercedes,7.0,+68.231,7.0,Yes,20210523,1,57
8,Aston Martin Mercedes,13.0,+1 lap,4.0,No,20210523,11,57
9,Alpine Renault,11.0,+1 lap,2.0,No,20210523,12,57
10,Alfa Romeo Racing Ferrari,10.0,+1 lap,1.0,No,20210523,17,57
11,Alfa Romeo Racing Ferrari,14.0,+1 lap,0.0,No,20210523,16,57
12,McLaren Mercedes,12.0,+1 lap,0.0,No,20210523,5,57
13,Alpine Renault,17.0,+1 lap,0.0,No,20210523,24,57
14,Williams Mercedes,15.0,+1 lap,0.0,No,20210523,18,57
15,Williams Mercedes,18.0,+1 lap,0.0,No,20210523,21,57
16,AlphaTauri Honda,16.0,+1 lap,0.0,No,20210523,25,57
17,Haas Ferrari,19.0,+3 laps,0.0,No,20210523,27,57
18,Haas Ferrari,20.0,+3 laps,0.0,No,20210523,26,57
NC,Mercedes,3.0,DNF,0.0,No,20210523,2,57
NC,Ferrari,1.0,DNF,0.0,No,20210523,8,57
1,Red Bull Racing Honda,6.0,2:13:36.410,25.0,No,20210606,4,36
2,Aston Martin Mercedes,11.0,+1.385,18.0,No,20210606,13,36
3,AlphaTauri Honda,4.0,+2.762,15.0,No,20210606,10,36
4,Ferrari,1.0,+3.828,12.0,No,20210606,8,36
5,McLaren Mercedes,9.0,+4.754,10.0,No,20210606,9,36
6,Alpine Renault,8.0,+6.382,8.0,No,20210606,24,36
7,AlphaTauri Honda,7.0,+6.624,6.0,No,20210606,25,36
8,Ferrari,5.0,+7.709,4.0,No,20210606,6,36
9,McLaren Mercedes,13.0,+8.874,2.0,No,20210606,5,36
10,Alfa Romeo Racing Ferrari,14.0,+9.576,1.0,No,20210606,16,36
11,Alfa Romeo Racing Ferrari,20.0,+10.254,0.0,No,20210606,17,36
12,Mercedes,10.0,+11.264,0.0,No,20210606,2,36
13,Haas Ferrari,17.0,+14.241,0.0,No,20210606,26,36
14,Haas Ferrari,18.0,+14.315,0.0,No,20210606,27,36
15,Mercedes,2.0,+17.668,0.0,No,20210606,1,36
16,Williams Mercedes,16.0,+42.379,0.0,No,20210606,21,36
NC,Williams Mercedes,15.0,DNF,0.0,No,20210606,18,36
NC,Red Bull Racing Honda,3.0,DNF,0.0,No,20210606,3,36
NC,Aston Martin Mercedes,19.0,DNF,0.0,No,20210606,11,36
NC,Alpine Renault,12.0,DNF,0.0,No,20210606,12,36
1,Red Bull Racing Honda,1.0,1:27:25.770,26.0,Yes,20210620,3,96
2,Mercedes,2.0,+2.904,18.0,No,20210620,1,96
3,Red Bull Racing Honda,4.0,+8.811,15.0,No,20210620,4,96
4,Mercedes,3.0,+14.618,12.0,No,20210620,2,96
5,McLaren Mercedes,8.0,+64.032,10.0,No,20210620,9,96
6,McLaren Mercedes,10.0,+75.857,8.0,No,20210620,5,96
7,AlphaTauri Honda,6.0,+76.596,6.0,No,20210620,10,96
8,Alpine Renault,9.0,+77.695,4.0,No,20210620,24,96
9,Aston Martin Mercedes,12.0,+79.666,2.0,No,20210620,13,96
10,Aston Martin Mercedes,19.0,+91.946,1.0,No,20210620,11,96
11,Ferrari,5.0,+99.337,0.0,No,20210620,6,96
12,Williams Mercedes,14.0,+1 lap,0.0,No,20210620,18,96
13,AlphaTauri Honda,20.0,+1 lap,0.0,No,20210620,25,96
14,Alpine Renault,11.0,+1 lap,0.0,No,20210620,12,96
15,Alfa Romeo Racing Ferrari,13.0,+1 lap,0.0,No,20210620,17,96
16,Ferrari,7.0,+1 lap,0.0,No,20210620,8,96
17,Alfa Romeo Racing Ferrari,17.0,+1 lap,0.0,No,20210620,16,96
18,Williams Mercedes,16.0,+1 lap,0.0,No,20210620,21,96
19,Haas Ferrari,15.0,+1 lap,0.0,No,20210620,26,96
20,Haas Ferrari,18.0,+1 lap,0.0,No,20210620,27,96
1,Red Bull Racing Honda,1.0,1:22:18.925,25.0,No,20210704,3,174
2,Mercedes,2.0,+35.743,19.0,Yes,20210704,1,174
3,Mercedes,5.0,+46.907,15.0,No,20210704,2,174
4,Red Bull Racing Honda,4.0,+47.434,12.0,No,20210704,4,174
5,McLaren Mercedes,3.0,+1 lap,10.0,No,20210704,9,174
6,Ferrari,12.0,+1 lap,8.0,No,20210704,6,174
7,Ferrari,7.0,+1 lap,6.0,No,20210704,8,174
8,Aston Martin Mercedes,9.0,+1 lap,4.0,No,20210704,11,174
9,Alpine Renault,8.0,+1 lap,2.0,No,20210704,24,174
10,AlphaTauri Honda,11.0,+1 lap,1.0,No,20210704,25,174
11,Alfa Romeo Racing Ferrari,18.0,+1 lap,0.0,No,20210704,16,174
12,Aston Martin Mercedes,14.0,+1 lap,0.0,No,20210704,13,174
13,McLaren Mercedes,13.0,+1 lap,0.0,No,20210704,5,174
14,Alpine Renault,17.0,+1 lap,0.0,No,20210704,12,174
15,Alfa Romeo Racing Ferrari,15.0,+1 lap,0.0,No,20210704,17,174
16,Haas Ferrari,19.0,+2 laps,0.0,No,20210704,26,174
17,Williams Mercedes,16.0,+3 laps,0.0,No,20210704,21,174
18,Haas Ferrari,20.0,+3 laps,0.0,No,20210704,27,174
NC,Williams Mercedes,10.0,DNF,0.0,No,20210704,18,174
NC,AlphaTauri Honda,6.0,DNF,0.0,No,20210704,10,174
1,Red Bull Racing Honda,1.0,1:23:54.543,26.0,Yes,20210718,3,202
2,Mercedes,5.0,+17.973,18.0,No,20210718,2,202
3,McLaren Mercedes,2.0,+20.019,15.0,No,20210718,9,202
4,Mercedes,4.0,+46.452,12.0,No,20210718,1,202
5,Ferrari,10.0,+57.144,10.0,No,20210718,6,202
6,Red Bull Racing Honda,3.0,+57.915,8.0,No,20210718,4,202
7,McLaren Mercedes,13.0,+60.395,6.0,No,20210718,5,202
8,Ferrari,12.0,+61.195,4.0,No,20210718,8,202
9,AlphaTauri Honda,6.0,+61.844,2.0,No,20210718,10,202
10,Alpine Renault,14.0,+1 lap,1.0,No,20210718,24,202
11,Williams Mercedes,8.0,+1 lap,0.0,No,20210718,18,202
12,AlphaTauri Honda,7.0,+1 lap,0.0,No,20210718,25,202
13,Aston Martin Mercedes,9.0,+1 lap,0.0,No,20210718,11,202
14,Alfa Romeo Racing Ferrari,15.0,+1 lap,0.0,No,20210718,17,202
15,Alfa Romeo Racing Ferrari,16.0,+1 lap,0.0,No,20210718,16,202
16,Williams Mercedes,18.0,+1 lap,0.0,No,20210718,21,202
NC,Aston Martin Mercedes,11.0,DNF,0.0,No,20210718,13,202
18,Haas Ferrari,19.0,+2 laps,0.0,No,20210718,26,202
19,Haas Ferrari,20.0,+2 laps,0.0,No,20210718,27,202
NC,Alpine Renault,17.0,DNF,0.0,No,20210718,12,202
1,Mercedes,2.0,1:58:23.284,25.0,No,20210718,1,202
2,Ferrari,4.0,+3.871,18.0,No,20210718,8,202
3,Mercedes,3.0,+11.215,15.0,No,20210718,2,202
4,McLaren Mercedes,5.0,+28.573,12.0,No,20210718,9,202
5,McLaren Mercedes,6.0,+42.624,10.0,No,20210718,5,202
6,Ferrari,10.0,+43.454,8.0,No,20210718,6,202
7,Alpine Renault,7.0,+72.093,6.0,No,20210718,24,202
8,Aston Martin Mercedes,14.0,+74.289,4.0,No,20210718,11,202
9,Alpine Renault,9.0,+76.162,2.0,No,20210718,12,202
10,AlphaTauri Honda,,+82.065,1.0,No,20210718,25,202
11,AlphaTauri Honda,11.0,+85.327,0.0,No,20210718,10,202
12,Williams Mercedes,12.0,+1 lap,0.0,No,20210718,18,202
13,Alfa Romeo Racing Ferrari,15.0,+1 lap,0.0,No,20210718,17,202
14,Williams Mercedes,17.0,+1 lap,0.0,No,20210718,21,202
15,Alfa Romeo Racing Ferrari,13.0,+1 lap,0.0,No,20210718,16,202
16,Red Bull Racing Honda,20.0,+1 lap,0.0,No,20210718,4,202
17,Haas Ferrari,19.0,+1 lap,0.0,No,20210718,27,202
18,Haas Ferrari,18.0,+1 lap,0.0,No,20210718,26,202
NC,Aston Martin Mercedes,8.0,DNF,0.0,No,20210718,13,202
NC,Red Bull Racing Honda,1.0,DNF,0.0,No,20210718,3,202
1,Alpine Renault,8.0,2:04:43.199,25.0,No,20210801,12,131
DQ,Aston Martin Mercedes,10.0,+1.859,0.0,No,20210801,13,131
2,Mercedes,1.0,+2.736,18.0,No,20210801,1,131
3,Ferrari,15.0,+15.018,15.0,No,20210801,6,131
4,Alpine Renault,9.0,+15.651,12.0,No,20210801,24,131
5,AlphaTauri Honda,5.0,+63.614,11.0,Yes,20210801,10,131
6,AlphaTauri Honda,16.0,+75.803,8.0,No,20210801,25,131
7,Williams Mercedes,18.0,+77.910,6.0,No,20210801,21,131
8,Williams Mercedes,17.0,+79.094,4.0,No,20210801,18,131
9,Red Bull Racing Honda,3.0,+80.244,2.0,No,20210801,3,131
10,Alfa Romeo Racing Ferrari,13.0,+1 lap,1.0,No,20210801,16,131
11,McLaren Mercedes,11.0,+1 lap,0.0,No,20210801,5,131
12,Haas Ferrari,20.0,+1 lap,0.0,No,20210801,26,131
13,Alfa Romeo Racing Ferrari,14.0,+1 lap,0.0,No,20210801,17,131
NC,Haas Ferrari,19.0,DNF,0.0,No,20210801,27,131
NC,McLaren Mercedes,6.0,DNF,0.0,No,20210801,9,131
NC,Mercedes,2.0,DNF,0.0,No,20210801,2,131
NC,Red Bull Racing Honda,4.0,DNF,0.0,No,20210801,4,131
NC,Ferrari,7.0,DNF,0.0,No,20210801,8,131
NC,Aston Martin Mercedes,12.0,DNF,0.0,No,20210801,11,131
1,Red Bull Racing Honda,1.0,0:03:27.071,,No,20210829,3,74
2,Williams Mercedes,2.0,+1.995,9.0,No,20210829,18,74
3,Mercedes,3.0,+2.601,,No,20210829,1,74
4,McLaren Mercedes,4.0,+4.496,6.0,No,20210829,5,74
5,Aston Martin Mercedes,5.0,+7.479,5.0,No,20210829,13,74
6,AlphaTauri Honda,6.0,+10.177,4.0,No,20210829,10,74
7,Alpine Renault,8.0,+11.579,3.0,No,20210829,12,74
8,Ferrari,9.0,+12.608,2.0,No,20210829,8,74
9,Williams Mercedes,10.0,+15.484,1.0,No,20210829,21,74
10,Ferrari,11.0,+16.166,,No,20210829,6,74
11,Alpine Renault,12.0,+20.590,0.0,No,20210829,24,74
12,Mercedes,13.0,+22.414,0.0,No,20210829,2,74
13,Alfa Romeo Racing Ferrari,14.0,+24.163,0.0,No,20210829,17,74
14,McLaren Mercedes,15.0,+27.109,0.0,No,20210829,9,74
15,AlphaTauri Honda,16.0,+28.329,0.0,No,20210829,25,74
16,Haas Ferrari,17.0,+29.507,0.0,No,20210829,26,74
17,Haas Ferrari,18.0,+31.993,0.0,No,20210829,27,74
18,Alfa Romeo Racing Ferrari,20.0,+36.054,0.0,No,20210829,16,74
19,Red Bull Racing Honda,7.0,+38.205,0.0,No,20210829,4,74
20,Aston Martin Mercedes,19.0,+44.108,0.0,No,20210829,11,74
1,Red Bull Racing Honda,1.0,1:30:05.395,25.0,No,20210905,3,101
2,Mercedes,2.0,+20.932,19.0,Yes,20210905,1,101
3,Mercedes,3.0,+56.460,15.0,No,20210905,2,101
4,AlphaTauri Honda,4.0,+1 lap,12.0,No,20210905,10,101
5,Ferrari,5.0,+1 lap,10.0,No,20210905,8,101
6,Alpine Renault,9.0,+1 lap,8.0,No,20210905,24,101
7,Ferrari,6.0,+1 lap,6.0,No,20210905,6,101
8,Red Bull Racing Honda,20.0,+1 lap,4.0,No,20210905,4,101
9,Alpine Renault,8.0,+1 lap,2.0,No,20210905,12,101
10,McLaren Mercedes,13.0,+1 lap,1.0,No,20210905,9,101
11,McLaren Mercedes,10.0,+1 lap,0.0,No,20210905,5,101
12,Aston Martin Mercedes,12.0,+2 laps,0.0,No,20210905,11,101
13,Aston Martin Mercedes,15.0,+2 laps,0.0,No,20210905,13,101
14,Alfa Romeo Racing Ferrari,7.0,+2 laps,0.0,No,20210905,17,101
15,Alfa Romeo Racing Ferrari,16.0,+2 laps,0.0,No,20210905,28,101
16,Williams Mercedes,19.0,+2 laps,0.0,No,20210905,21,101
NC,Williams Mercedes,11.0,DNF,0.0,No,20210905,18,101
18,Haas Ferrari,17.0,+3 laps,0.0,No,20210905,26,101
NC,AlphaTauri Honda,14.0,DNF,0.0,No,20210905,25,101
NC,Haas Ferrari,18.0,DNF,0.0,No,20210905,27,101
1,McLaren Mercedes,2.0,1:21:54.365,26.0,Yes,20210912,5,26
2,McLaren Mercedes,3.0,+1.747,18.0,No,20210912,9,26
3,Mercedes,19.0,+4.921,15.0,No,20210912,2,26
4,Ferrari,5.0,+7.309,12.0,No,20210912,8,26
5,Red Bull Racing Honda,8.0,+8.723,10.0,No,20210912,4,26
6,Ferrari,6.0,+10.535,8.0,No,20210912,6,26
7,Aston Martin Mercedes,9.0,+15.804,6.0,No,20210912,11,26
8,Alpine Renault,10.0,+17.201,4.0,No,20210912,24,26
9,Williams Mercedes,14.0,+19.742,2.0,No,20210912,18,26
10,Alpine Renault,12.0,+20.868,1.0,No,20210912,12,26
11,Williams Mercedes,13.0,+23.743,0.0,No,20210912,21,26
12,Aston Martin Mercedes,11.0,+24.601,0.0,No,20210912,13,26
13,Alfa Romeo Racing Ferrari,7.0,+27.216,0.0,No,20210912,17,26
14,Alfa Romeo Racing Ferrari,17.0,+29.769,0.0,No,20210912,28,26
15,Haas Ferrari,18.0,+51.088,0.0,No,20210912,26,26
NC,Haas Ferrari,16.0,DNF,0.0,No,20210912,27,26
NC,Mercedes,4.0,DNF,0.0,No,20210912,1,26
NC,Red Bull Racing Honda,1.0,DNF,0.0,No,20210912,3,26
NC,AlphaTauri Honda,20.0,DNF,0.0,No,20210912,10,26
NC,AlphaTauri Honda,15.0,DNF,0.0,No,20210912,25,26
1,Mercedes,4.0,1:30:41.001,25.0,No,20210926,1,203
2,Red Bull Racing Honda,20.0,+53.271,18.0,No,20210926,3,203
3,Ferrari,2.0,+62.475,15.0,No,20210926,6,203
4,McLaren Mercedes,5.0,+65.607,12.0,No,20210926,5,203
5,Mercedes,16.0,+67.533,10.0,No,20210926,2,203
6,Alpine Renault,6.0,+81.321,8.0,No,20210926,24,203
7,McLaren Mercedes,1.0,+87.224,7.0,Yes,20210926,9,203
8,Alfa Romeo Racing Ferrari,13.0,+88.955,4.0,No,20210926,16,203
9,Red Bull Racing Honda,8.0,+90.076,2.0,No,20210926,4,203
10,Williams Mercedes,3.0,+100.551,1.0,No,20210926,18,203
11,Aston Martin Mercedes,7.0,+116.198,0.0,No,20210926,11,203
12,Aston Martin Mercedes,10.0,+1 lap,0.0,No,20210926,13,203
13,AlphaTauri Honda,11.0,+1 lap,0.0,No,20210926,10,203
14,Alpine Renault,9.0,+1 lap,0.0,No,20210926,12,203
15,Ferrari,19.0,+1 lap,0.0,No,20210926,8,203
16,Alfa Romeo Racing Ferrari,17.0,+1 lap,0.0,No,20210926,17,203
17,AlphaTauri Honda,12.0,+1 lap,0.0,No,20210926,25,203
18,Haas Ferrari,15.0,+2 laps,0.0,No,20210926,27,203
NC,Williams Mercedes,18.0,DNF,0.0,No,20210926,21,203
NC,Haas Ferrari,14.0,DNF,0.0,No,20210926,26,203
1,Mercedes,1.0,1:31:04.103,26.0,Yes,20211010,2,135
2,Red Bull Racing Honda,2.0,+14.584,18.0,No,20211010,3,135
3,Red Bull Racing Honda,6.0,+33.471,15.0,No,20211010,4,135
4,Ferrari,3.0,+37.814,12.0,No,20211010,8,135
5,Mercedes,11.0,+41.812,10.0,No,20211010,1,135
6,AlphaTauri Honda,4.0,+44.292,8.0,No,20211010,10,135
7,McLaren Mercedes,7.0,+47.213,6.0,No,20211010,9,135
8,Ferrari,19.0,+51.526,4.0,No,20211010,6,135
9,Aston Martin Mercedes,8.0,+82.018,2.0,No,20211010,11,135
10,Alpine Renault,12.0,+1 lap,1.0,No,20211010,12,135
11,Alfa Romeo Racing Ferrari,16.0,+1 lap,0.0,No,20211010,17,135
12,Alfa Romeo Racing Ferrari,17.0,+1 lap,0.0,No,20211010,16,135
13,McLaren Mercedes,20.0,+1 lap,0.0,No,20211010,5,135
14,AlphaTauri Honda,9.0,+1 lap,0.0,No,20211010,25,135
15,Williams Mercedes,13.0,+1 lap,0.0,No,20211010,18,135
16,Alpine Renault,5.0,+1 lap,0.0,No,20211010,24,135
17,Williams Mercedes,15.0,+1 lap,0.0,No,20211010,21,135
18,Aston Martin Mercedes,10.0,+1 lap,0.0,No,20211010,13,135
19,Haas Ferrari,14.0,+2 laps,0.0,No,20211010,26,135
20,Haas Ferrari,18.0,+2 laps,0.0,No,20211010,27,135
1,Red Bull Racing Honda,1.0,1:34:36.552,25.0,No,20211024,3,87
2,Mercedes,2.0,+1.333,19.0,Yes,20211024,1,87
3,Red Bull Racing Honda,3.0,+42.223,15.0,No,20211024,4,87
4,Ferrari,4.0,+52.246,12.0,No,20211024,8,87
5,McLaren Mercedes,6.0,+76.854,10.0,No,20211024,5,87
6,Mercedes,9.0,+80.128,8.0,No,20211024,2,87
7,Ferrari,5.0,+83.545,6.0,No,20211024,6,87
8,McLaren Mercedes,7.0,+94.395,4.0,No,20211024,9,87
9,AlphaTauri Honda,10.0,+1 lap,2.0,No,20211024,25,87
10,Aston Martin Mercedes,18.0,+1 lap,1.0,No,20211024,13,87
11,Alfa Romeo Racing Ferrari,12.0,+1 lap,0.0,No,20211024,17,87
12,Aston Martin Mercedes,13.0,+1 lap,0.0,No,20211024,11,87
13,Alfa Romeo Racing Ferrari,15.0,+1 lap,0.0,No,20211024,16,87
14,Williams Mercedes,20.0,+1 lap,0.0,No,20211024,18,87
15,Williams Mercedes,14.0,+1 lap,0.0,No,20211024,21,87
16,Haas Ferrari,16.0,+2 laps,0.0,No,20211024,26,87
17,Haas Ferrari,17.0,+2 laps,0.0,No,20211024,27,87
NC,Alpine Renault,19.0,DNF,0.0,No,20211024,24,87
NC,Alpine Renault,11.0,DNF,0.0,No,20211024,12,87
NC,AlphaTauri Honda,8.0,DNF,0.0,No,20211024,10,87
1,Red Bull Racing Honda,3.0,1:38:39.086,25.0,No,20211107,3,14
2,Mercedes,2.0,+16.555,18.0,No,20211107,1,14
3,Red Bull Racing Honda,4.0,+17.752,15.0,No,20211107,4,14
4,AlphaTauri Honda,5.0,+63.845,12.0,No,20211107,10,14
5,Ferrari,8.0,+81.037,10.0,No,20211107,8,14
6,Ferrari,6.0,+1 lap,8.0,No,20211107,6,14
7,Aston Martin Mercedes,9.0,+1 lap,6.0,No,20211107,13,14
8,Alfa Romeo Racing Ferrari,10.0,+1 lap,4.0,No,20211107,16,14
9,Alpine Renault,12.0,+1 lap,2.0,No,20211107,24,14
10,McLaren Mercedes,18.0,+1 lap,1.0,No,20211107,9,14
11,Alfa Romeo Racing Ferrari,11.0,+1 lap,0.0,No,20211107,17,14
12,McLaren Mercedes,7.0,+1 lap,0.0,No,20211107,5,14
13,Alpine Renault,19.0,+1 lap,0.0,No,20211107,12,14
14,Aston Martin Mercedes,20.0,+2 laps,0.0,No,20211107,11,14
15,Mercedes,1.0,+2 laps,0.0,No,20211107,2,14
16,Williams Mercedes,16.0,+2 laps,0.0,No,20211107,18,14
17,Williams Mercedes,13.0,+2 laps,0.0,No,20211107,21,14
18,Haas Ferrari,15.0,+3 laps,0.0,No,20211107,27,14
NC,Haas Ferrari,14.0,DNF,0.0,No,20211107,26,14
NC,AlphaTauri Honda,17.0,DNF,0.0,No,20211107,25,14
1,Mercedes,10.0,1:32:22.851,25.0,No,20211114,1,24
2,Red Bull Racing Honda,2.0,+10.496,18.0,No,20211114,3,24
3,Mercedes,1.0,+13.576,15.0,No,20211114,2,24
4,Red Bull Racing Honda,4.0,+39.940,13.0,Yes,20211114,4,24
5,Ferrari,6.0,+49.517,10.0,No,20211114,8,24
6,Ferrari,3.0,+51.820,8.0,No,20211114,6,24
7,AlphaTauri Honda,7.0,+1 lap,6.0,No,20211114,10,24
8,Alpine Renault,8.0,+1 lap,4.0,No,20211114,12,24
9,Alpine Renault,12.0,+1 lap,2.0,No,20211114,24,24
10,McLaren Mercedes,5.0,+1 lap,1.0,No,20211114,9,24
11,Aston Martin Mercedes,9.0,+1 lap,0.0,No,20211114,13,24
12,Alfa Romeo Racing Ferrari,20.0,+1 lap,0.0,No,20211114,16,24
13,Williams Mercedes,17.0,+1 lap,0.0,No,20211114,18,24
14,Alfa Romeo Racing Ferrari,13.0,+1 lap,0.0,No,20211114,17,24
15,AlphaTauri Honda,15.0,+1 lap,0.0,No,20211114,25,24
16,Williams Mercedes,16.0,+1 lap,0.0,No,20211114,21,24
17,Haas Ferrari,19.0,+2 laps,0.0,No,20211114,27,24
18,Haas Ferrari,18.0,+2 laps,0.0,No,20211114,26,24
NC,McLaren Mercedes,11.0,DNF,0.0,No,20211114,5,24
NC,Aston Martin Mercedes,14.0,DNF,0.0,No,20211114,11,24
1,Mercedes,1.0,1:24:28.471,25.0,No,20211121,1,143
2,Red Bull Racing Honda,7.0,+25.743,19.0,Yes,20211121,3,143
3,Alpine Renault,3.0,+59.457,15.0,No,20211121,24,143
4,Red Bull Racing Honda,11.0,+62.306,12.0,No,20211121,4,143
5,Alpine Renault,9.0,+80.570,10.0,No,20211121,12,143
6,Aston Martin Mercedes,12.0,+81.274,8.0,No,20211121,11,143
7,Ferrari,5.0,+81.911,6.0,No,20211121,6,143
8,Ferrari,13.0,+83.126,4.0,No,20211121,8,143
9,McLaren Mercedes,4.0,+1 lap,2.0,No,20211121,9,143
10,Aston Martin Mercedes,10.0,+1 lap,1.0,No,20211121,13,143
11,AlphaTauri Honda,2.0,+1 lap,0.0,No,20211121,10,143
12,McLaren Mercedes,14.0,+1 lap,0.0,No,20211121,5,143
13,AlphaTauri Honda,8.0,+1 lap,0.0,No,20211121,25,143
14,Alfa Romeo Racing Ferrari,16.0,+1 lap,0.0,No,20211121,16,143
15,Alfa Romeo Racing Ferrari,18.0,+1 lap,0.0,No,20211121,17,143
16,Haas Ferrari,19.0,+1 lap,0.0,No,20211121,26,143
17,Williams Mercedes,15.0,+2 laps,0.0,No,20211121,18,143
18,Haas Ferrari,20.0,+2 laps,0.0,No,20211121,27,143
NC,Williams Mercedes,17.0,DNF,0.0,No,20211121,21,143
NC,Mercedes,6.0,DNF,0.0,No,20211121,2,143
1,Mercedes,1.0,2:06:15.118,26.0,Yes,20211205,1,136
2,Red Bull Racing Honda,3.0,+21.825,18.0,No,20211205,3,136
3,Mercedes,2.0,+27.531,15.0,No,20211205,2,136
4,Alpine Renault,9.0,+27.633,12.0,No,20211205,12,136
5,McLaren Mercedes,11.0,+40.121,10.0,No,20211205,5,136
6,AlphaTauri Honda,6.0,+41.613,8.0,No,20211205,10,136
7,Ferrari,4.0,+44.475,6.0,No,20211205,8,136
8,Ferrari,15.0,+46.606,4.0,No,20211205,6,136
9,Alfa Romeo Racing Ferrari,10.0,+58.505,2.0,No,20211205,17,136
10,McLaren Mercedes,7.0,+61.358,1.0,No,20211205,9,136
11,Aston Martin Mercedes,18.0,+77.212,0.0,No,20211205,11,136
12,Williams Mercedes,16.0,+83.249,0.0,No,20211205,21,136
13,Alpine Renault,13.0,+1 lap,0.0,No,20211205,24,136
14,AlphaTauri Honda,8.0,+1 lap,0.0,No,20211205,25,136
15,Alfa Romeo Racing Ferrari,12.0,+1 lap,0.0,No,20211205,16,136
NC,Aston Martin Mercedes,17.0,DNF,0.0,No,20211205,13,136
NC,Red Bull Racing Honda,5.0,DNF,0.0,No,20211205,4,136
NC,Haas Ferrari,20.0,DNF,0.0,No,20211205,27,136
NC,Williams Mercedes,14.0,DNF,0.0,No,20211205,18,136
NC,Haas Ferrari,19.0,DNF,0.0,No,20211205,26,136
1,Red Bull Racing Honda,1.0,1:30:17.345,26.0,Yes,20211212,3,210
2,Mercedes,2.0,+2.256,18.0,No,20211212,1,210
3,Ferrari,5.0,+5.173,15.0,No,20211212,6,210
4,AlphaTauri Honda,8.0,+5.692,12.0,No,20211212,25,210
5,AlphaTauri Honda,12.0,+6.531,10.0,No,20211212,10,210
6,Mercedes,6.0,+7.463,8.0,No,20211212,2,210
7,McLaren Mercedes,3.0,+59.200,6.0,No,20211212,9,210
8,Alpine Renault,11.0,+61.708,4.0,No,20211212,24,210
9,Alpine Renault,9.0,+64.026,2.0,No,20211212,12,210
10,Ferrari,7.0,+66.057,1.0,No,20211212,8,210
11,Aston Martin Mercedes,15.0,+67.527,0.0,No,20211212,13,210
12,McLaren Mercedes,10.0,+1 lap,0.0,No,20211212,5,210
13,Aston Martin Mercedes,13.0,+1 lap,0.0,No,20211212,11,210
14,Haas Ferrari,19.0,+1 lap,0.0,No,20211212,26,210
NC,Red Bull Racing Honda,4.0,DNF,0.0,No,20211212,4,210
NC,Williams Mercedes,16.0,DNF,0.0,No,20211212,21,210
NC,Alfa Romeo Racing Ferrari,14.0,DNF,0.0,No,20211212,17,210
NC,Williams Mercedes,17.0,DNF,0.0,No,20211212,18,210
NC,Alfa Romeo Racing Ferrari,18.0,DNF,0.0,No,20211212,16,210
NC,Haas Ferrari,20.0,DNF,0.0,No,20211212,27,210
1,Ferrari,1.0,1:37:33.584,26.0,Yes,20220320,8,34
2,Ferrari,3.0,+5.598,18.0,No,20220320,6,34
3,Mercedes,5.0,+9.675,15.0,No,20220320,1,34
4,Mercedes,9.0,+11.211,12.0,No,20220320,18,34
5,Haas Ferrari,7.0,+14.754,10.0,No,20220320,20,34
6,Alfa Romeo Ferrari,6.0,+16.119,8.0,No,20220320,2,34
7,Alpine Renault,11.0,+19.423,6.0,No,20220320,12,34
